objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid,legacy,projectcode,chemistryresultsrecordid,chemistrybatchrecordid
86902,LABQA,2015-06-19T07:00:00Z,1,LCS,W5F1095-BS1,W5F1095-BS1,WKL_W5F1095_W_COND,2015-06-19T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,201,NA,0.23,2,None,200,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5596,NA,NA,156875,6228
86903,000NONPJ,2015-06-19T07:00:00Z,1,Grab,W5F1095-DUP1,W5F1095-DUP1,WKL_W5F1095_W_COND,2015-06-19T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,443,NA,0.23,2,DS,0,WKL,RPD 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,156876,6228
86904,SMC16169,2015-06-16T07:00:00Z,1,Grab,WR251695,5F17053-01,WKL_W5F1095_W_COND,2015-06-19T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,2,2000,NA,0.47,4,D,0,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:57Z,5596,NA,NA,156877,6228
86905,000NONPJ,2015-06-19T07:00:00Z,1,Grab,W5F1095-DUP1,W5F1095-DUP1,WKL_W5F1095_W_COND,2015-06-19T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,450,NA,0.23,2,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,156878,6228
86934,SMC00206,2015-06-16T07:00:00Z,1,Grab,WR251688,5F17051-01,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,310,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:25:36Z,5596,NA,NA,156907,6227
86935,LABQA,2015-06-23T07:00:00Z,1,LabBlank,W5F1255-BLK1,W5F1255-BLK1,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,3,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5596,NA,NA,156908,6227
86936,LABQA,2015-06-23T07:00:00Z,1,LCS,W5F1255-BS1,W5F1255-BS1,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,254,NA,0.56,10,None,250,WKL,PR 102,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5596,NA,NA,156909,6227
86937,000NONPJ,2015-06-23T07:00:00Z,1,Grab,W5F1255-DUP1,W5F1255-DUP1,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,236,NA,0.56,10,DS,0,WKL,RPD 1,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,156910,6227
86938,SMC16169,2015-06-16T07:00:00Z,1,Grab,WR251695,5F17053-01,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,340,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:57Z,5596,NA,NA,156911,6227
86939,000NONPJ,2015-06-23T07:00:00Z,1,Grab,W5F1255-DUP1,W5F1255-DUP1,WKL_W5F1255_W_ALK,2015-06-23T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,234,NA,0.56,10,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,156912,6227
87084,000NONPJ,2015-06-23T07:00:00Z,1,Grab,W5F1306-DUP1,W5F1306-DUP1,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,2,samplewater,SM 4500-H+ B,pH,None,None,1,8.71,NA,0.1,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157057,6253
87085,SMC00670,2015-06-23T07:00:00Z,1,Grab,WR252184,5F23088-01,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,9.23,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:25:52Z,5596,NA,NA,157058,6253
87086,405PS0011,2015-06-23T07:00:00Z,1,Grab,WR252192,5F23082-01,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.71,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:02Z,5596,NA,NA,157059,6253
87087,901M14124,2015-06-23T07:00:00Z,1,Grab,WR252177,5F23085-01,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.2,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5596,NA,NA,157060,6253
87088,LABQA,2015-06-23T07:00:00Z,1,LCS,W5F1306-BS1,W5F1306-BS1,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,1,labwater,SM 4500-H+ B,pH,None,None,1,7.44,NA,0.1,0.1,None,7.41,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5596,NA,NA,157061,6253
87089,000NONPJ,2015-06-23T07:00:00Z,1,Grab,W5F1306-DUP1,W5F1306-DUP1,WKL_W5F1306_W_pH,2015-06-23T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.72,NA,0.1,0.1,DS,0,WKL,RPD 0.1,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157062,6253
87098,000NONPJ,2015-06-24T07:00:00Z,1,Grab,W5F1332-DUP1,W5F1332-DUP1,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,379,NA,0.23,2,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157071,6261
87099,405PS0011,2015-06-23T07:00:00Z,1,Grab,WR252192,5F23082-01,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,1300,NA,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:02Z,5596,NA,NA,157072,6261
87100,SMC00670,2015-06-23T07:00:00Z,1,Grab,WR252184,5F23088-01,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,1100,NA,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:25:52Z,5596,NA,NA,157073,6261
87101,LABQA,2015-06-24T07:00:00Z,1,LabBlank,W5F1332-BLK1,W5F1332-BLK1,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,-88,ND,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157074,6261
87102,LABQA,2015-06-24T07:00:00Z,1,LCS,W5F1332-BS1,W5F1332-BS1,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,201,NA,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157075,6261
87103,000NONPJ,2015-06-24T07:00:00Z,1,Grab,W5F1332-DUP1,W5F1332-DUP1,WKL_W5F1332_W_COND,2015-06-24T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,377,NA,0.23,2,DS,0,WKL,RPD 0.5,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157076,6261
87222,901M14124,2015-06-23T07:00:00Z,1,Grab,WR252177,5F23085-01,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,1.1,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5596,NA,NA,157195,6258
87223,LABQA,2015-06-24T07:00:00Z,1,LabBlank,W5F1356-BLK1,W5F1356-BLK1,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,labwater,EPA 180.1,Turbidity,None,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157196,6258
87224,LABQA,2015-06-24T07:00:00Z,1,LCS,W5F1356-BS1,W5F1356-BS1,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,labwater,EPA 180.1,Turbidity,None,NTU,1,10.2,NA,0.024,0.1,None,10,WKL,PR 102,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157197,6258
87225,000NONPJ,2015-06-24T07:00:00Z,1,Grab,W5F1356-DUP1,W5F1356-DUP1,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.04,DNQ,0.024,0.1,DS,0,WKL,J RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157198,6258
87226,SMC00670,2015-06-23T07:00:00Z,1,Grab,WR252184,5F23088-01,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,4.8,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:25:52Z,5596,NA,NA,157199,6258
87227,405PS0011,2015-06-23T07:00:00Z,1,Grab,WR252192,5F23082-01,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,4.7,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:02Z,5596,NA,NA,157200,6258
87228,000NONPJ,2015-06-24T07:00:00Z,1,Grab,W5F1356-DUP1,W5F1356-DUP1,WKL_W5F1356_W_TURB,2015-06-24T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.04,DNQ,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:44Z,5596,NA,NA,157201,6258
87428,901M14124,2015-06-23T07:00:00Z,1,Grab,WR252177,5F23085-01,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,350,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5596,NA,NA,157401,6244
87429,LABQA,2015-06-25T07:00:00Z,1,LabBlank,W5F1392-BLK1,W5F1392-BLK1,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,2,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157402,6244
87430,LABQA,2015-06-25T07:00:00Z,1,LCS,W5F1392-BS1,W5F1392-BS1,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,253,NA,0.56,10,None,250,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5596,NA,NA,157403,6244
87431,000NONPJ,2015-06-25T07:00:00Z,1,Grab,W5F1392-DUP1,W5F1392-DUP1,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,273,NA,0.56,10,DS,0,WKL,RPD 8,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5596,NA,NA,157404,6244
87432,000NONPJ,2015-06-25T07:00:00Z,1,Grab,W5F1392-DUP1,W5F1392-DUP1,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,294,NA,0.56,10,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5596,NA,NA,157405,6244
87433,405PS0011,2015-06-23T07:00:00Z,1,Grab,WR252192,5F23082-01,WKL_W5F1392_W_ALK,2015-06-25T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,160,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:02Z,5596,NA,NA,157406,6244
87529,000NONPJ,2015-07-01T07:00:00Z,1,Grab,W5G0065-DUP1,W5G0065-DUP1,WKL_W5G0065_W_pH,2015-07-01T07:00:00Z,2,samplewater,SM 4500-H+ B,pH,None,None,1,7.12,NA,0.1,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5596,NA,NA,157502,6281
87530,801M12625,2015-07-01T07:00:00Z,1,Grab,WR252524,5G01075-01,WKL_W5G0065_W_pH,2015-07-01T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.44,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:05Z,5596,NA,NA,157503,6281
87531,LABQA,2015-07-01T07:00:00Z,1,LCS,W5G0065-BS1,W5G0065-BS1,WKL_W5G0065_W_pH,2015-07-01T07:00:00Z,1,labwater,SM 4500-H+ B,pH,None,None,1,7.44,NA,0.1,0.1,None,7.41,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157504,6281
87532,000NONPJ,2015-07-01T07:00:00Z,1,Grab,W5G0065-DUP1,W5G0065-DUP1,WKL_W5G0065_W_pH,2015-07-01T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,7.12,NA,0.1,0.1,DS,0,WKL,RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5596,NA,NA,157505,6281
87533,801M12611,2015-07-01T07:00:00Z,1,Grab,WR252531,5G01074-01,WKL_W5G0065_W_pH,2015-07-01T07:00:00Z,1,samplewater,SM 4500-H+ B,pH,None,None,1,8.32,NA,0.1,0.1,H,0,WKL,*,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:04Z,5596,NA,NA,157506,6281
87687,801M12625,2015-07-01T07:00:00Z,1,Grab,WR252524,5G01075-01,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.94,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:05Z,5596,NA,NA,157660,6286
87688,LABQA,2015-07-02T07:00:00Z,1,LabBlank,W5G0136-BLK1,W5G0136-BLK1,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,1,labwater,EPA 180.1,Turbidity,None,NTU,1,-88,ND,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157661,6286
87689,LABQA,2015-07-02T07:00:00Z,1,LCS,W5G0136-BS1,W5G0136-BS1,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,1,labwater,EPA 180.1,Turbidity,None,NTU,1,9.96,NA,0.024,0.1,None,10,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157662,6286
87690,000NONPJ,2015-07-02T07:00:00Z,1,Grab,W5G0136-DUP1,W5G0136-DUP1,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.07,DNQ,0.024,0.1,DS,0,WKL,J RPD 0,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157663,6286
87691,000NONPJ,2015-07-02T07:00:00Z,1,Grab,W5G0136-DUP1,W5G0136-DUP1,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,2,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.07,DNQ,0.024,0.1,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157664,6286
87692,801M12611,2015-07-01T07:00:00Z,1,Grab,WR252531,5G01074-01,WKL_W5G0136_W_TURB,2015-07-02T07:00:00Z,1,samplewater,EPA 180.1,Turbidity,None,NTU,1,0.79,NA,0.024,0.1,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:04Z,5596,NA,NA,157665,6286
87693,000NONPJ,2015-07-04T07:00:00Z,1,Grab,W5G0143-DUP1,W5G0143-DUP1,WKL_W5G0143_W_COND,2015-07-04T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,8210,NA,0.23,2,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157666,6245
87694,901M14124,2015-06-23T07:00:00Z,1,Grab,WR252177,5F23085-01,WKL_W5G0143_W_COND,2015-07-04T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,6600,NA,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5596,NA,NA,157667,6245
87695,LABQA,2015-07-04T07:00:00Z,1,LabBlank,W5G0143-BLK1,W5G0143-BLK1,WKL_W5G0143_W_COND,2015-07-04T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,-88,ND,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157668,6245
87696,LABQA,2015-07-04T07:00:00Z,1,LCS,W5G0143-BS1,W5G0143-BS1,WKL_W5G0143_W_COND,2015-07-04T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,5050,NA,0.23,2,None,5000,WKL,PR 101,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157669,6245
87697,000NONPJ,2015-07-04T07:00:00Z,1,Grab,W5G0143-DUP1,W5G0143-DUP1,WKL_W5G0143_W_COND,2015-07-04T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,8260,NA,0.23,2,DS,0,WKL,RPD 0.6,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157670,6245
87733,000NONPJ,2015-07-07T07:00:00Z,1,Grab,W5G0266-DUP1,W5G0266-DUP1,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,2,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,68.8,NA,0.23,2,DS,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157706,6274
87734,801M12611,2015-07-01T07:00:00Z,1,Grab,WR252531,5G01074-01,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,2,2300,NA,0.47,4,D,0,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:04Z,5596,NA,NA,157707,6274
87735,801M12625,2015-07-01T07:00:00Z,1,Grab,WR252524,5G01075-01,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,2,1400,NA,0.47,4,D,0,WKL,00:00 DF 2,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:05Z,5596,NA,NA,157708,6274
87736,LABQA,2015-07-07T07:00:00Z,1,LabBlank,W5G0266-BLK1,W5G0266-BLK1,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,-88,ND,0.23,2,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157709,6274
87737,LABQA,2015-07-07T07:00:00Z,1,LCS,W5G0266-BS1,W5G0266-BS1,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,1,labwater,SM 2510 B,SpecificConductivity,None,uS/cm,1,199,NA,0.23,2,None,200,WKL,PR 100,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157710,6274
87738,000NONPJ,2015-07-07T07:00:00Z,1,Grab,W5G0266-DUP1,W5G0266-DUP1,WKL_W5G0266_W_COND,2015-07-07T07:00:00Z,1,samplewater,SM 2510 B,SpecificConductivity,None,uS/cm,1,68.3,NA,0.23,2,DS,0,WKL,RPD 0.7,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157711,6274
87753,801M12611,2015-07-01T07:00:00Z,1,Grab,WR252531,5G01074-01,WKL_W5G0332_W_ALK,2015-07-08T07:00:00Z,3,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,110,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:04Z,5596,NA,NA,157726,6273
87754,801M12625,2015-07-01T07:00:00Z,1,Grab,WR252524,5G01075-01,WKL_W5G0332_W_ALK,2015-07-08T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,330,NA,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:05Z,5596,NA,NA,157727,6273
87755,LABQA,2015-07-08T07:00:00Z,1,LabBlank,W5G0332-BLK1,W5G0332-BLK1,WKL_W5G0332_W_ALK,2015-07-08T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.56,10,None,0,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157728,6273
87756,LABQA,2015-07-08T07:00:00Z,1,LCS,W5G0332-BS1,W5G0332-BS1,WKL_W5G0332_W_ALK,2015-07-08T07:00:00Z,1,labwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,259,NA,0.56,10,None,250,WKL,PR 104,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5596,NA,NA,157729,6273
87757,000NONPJ,2015-07-08T07:00:00Z,1,Grab,W5G0332-DUP1,W5G0332-DUP1,WKL_W5G0332_W_ALK,2015-07-08T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,169,NA,0.56,10,DS,0,WKL,RPD 4,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:46Z,5596,NA,NA,157730,6273
87866,LABQA,2015-04-27T07:00:00Z,1,BlankSp,Procedural Blank,W5D1370-BS1,W5D1370_2015_WS,2015-04-28T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,254,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:31Z,5600,NA,NA,157839,6301
87867,LABQA,2015-04-27T07:00:00Z,1,LabBlank,Procedural Blank,W5D1370-BLK1,W5D1370_2015_WS,2015-04-28T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.43,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:31Z,5600,NA,NA,157840,6301
87868,000NONPJ,2015-04-27T07:00:00Z,1,Grab,5D22036-01,W5D1370-DUP1,W5D1370_2015_WS,2015-04-28T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,127,=,0.56,10,DS,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:41Z,5600,NA,NA,157841,6301
