objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
173,000NONPJ,2015-04-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.479,0.2,0.058,partial,0.126,0.10977,0.04085,reported
174,000NONPJ,2015-05-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,000NONPJ,2015-05-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.08,0.2,0.058,partial,0.69,0.029539999999999997,0.00253,reported
176,000NONPJ,2015-05-01T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,000NONPJ,2015-05-01T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,7.08,0.2,0.058,partial,0.366,0.01954,0.0017,reported
178,000NONPJ,2015-05-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,28.015,2.25,1.3865,partial,NA,NA,NA,NA
179,000NONPJ,2015-05-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.58,0.05,0.0028,partial
180,000NONPJ,2015-05-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,000NONPJ,2015-05-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.65,0.2,0.12,partial,0.0377,0.01,0.00083,partial
182,000NONPJ,2015-05-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.7071,0.2,0.098,partial,0.0,0.05,0.02,reported
183,000NONPJ,2015-05-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.9909999999999999,0.2,0.098,partial,NA,NA,NA,NA
184,000NONPJ,2015-05-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,31.196999999999996,1.6599999999999997,1.0299999999999998,partial,0.296,0.01,0.00083,reported
185,000NONPJ,2015-05-12T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
186,000NONPJ,2015-05-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,48.05499999999999,5.3,3.1559999999999997,partial,NA,NA,NA,NA
187,000NONPJ,2015-05-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.289,0.1,0.01,partial,NA,NA,NA,NA
188,000NONPJ,2015-05-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,70.30000000000001,4.0,2.5,partial,NA,NA,NA,NA
189,000NONPJ,2015-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,29.95,2.5,1.565,partial,2.28,0.25,0.1,reported
190,000NONPJ,2015-05-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,30.545,4.2,2.625,partial,NA,NA,NA,NA
191,000NONPJ,2015-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
192,000NONPJ,2015-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.605333333333333,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
193,000NONPJ,2015-06-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,7.57,0.1,0.01,partial,NA,NA,NA,NA
194,000NONPJ,2015-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.55,0.1,0.01,partial,NA,NA,NA,NA
195,000NONPJ,2015-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.153,0.01,0.00083,reported
196,000NONPJ,2015-06-17T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,000NONPJ,2015-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.1605,0.1,0.01,partial,0.2721,0.02,0.00166,partial
198,000NONPJ,2015-06-17T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,000NONPJ,2015-06-17T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.1605,0.1,0.01,partial,0.2723,0.02,0.00166,partial
200,000NONPJ,2015-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2955,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
201,000NONPJ,2015-06-18T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
202,000NONPJ,2015-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.14840000000000003,0.1,0.05,partial,NA,NA,NA,NA
203,000NONPJ,2015-06-19T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.15033333333333335,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
204,000NONPJ,2015-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.215,0.1,0.01,partial,NA,NA,NA,NA
205,000NONPJ,2015-06-24T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,000NONPJ,2015-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.118,0.2,0.058,partial,0.21550000000000002,0.02,0.00166,partial
207,000NONPJ,2015-06-24T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,000NONPJ,2015-06-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.118,0.2,0.058,partial,0.21650000000000003,0.02,0.00166,partial
209,000NONPJ,2015-06-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.748,0.2,0.05800000000000001,partial,0.0737,0.01,0.00083,partial
210,000NONPJ,2015-06-25T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
211,000NONPJ,2015-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.10000000000000002,0.04800000000000001,partial,0.111,0.01954,0.0017,reported
212,000NONPJ,2015-06-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,39.7,0.55,0.055,partial,NA,NA,NA,NA
213,000NONPJ,2015-06-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2036,0.1,0.05,partial,NA,NA,NA,NA
214,000NONPJ,2015-06-30T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.20966666666666667,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
215,000NONPJ,2015-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.193,0.1,0.01,partial,0.002,0.01,0.00083,partial
216,000NONPJ,2015-07-02T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,000NONPJ,2015-07-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3235,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
218,000NONPJ,2015-07-02T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,000NONPJ,2015-07-02T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.1015,0.2,0.058,partial,NA,NA,NA,NA
220,000NONPJ,2015-07-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.457,0.1,0.05,partial,NA,NA,NA,NA
221,000NONPJ,2015-07-06T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.457,0.1,0.05,partial,NA,NA,NA,NA
222,000NONPJ,2015-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.578,0.1,0.05,partial,NA,NA,NA,NA
223,000NONPJ,2015-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
224,000NONPJ,2015-07-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.58,0.2,0.058,partial,0.234,0.01,0.00083,partial
225,000NONPJ,2015-07-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.7685,0.1,0.05,partial,NA,NA,NA,NA
226,000NONPJ,2015-07-13T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.4075,0.1,0.05,partial,NA,NA,NA,NA
227,000NONPJ,2015-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4195,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
228,000NONPJ,2015-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.3699999999999997,0.2,0.060000000000000005,calculated,NA,NA,NA,NA
229,000NONPJ,2015-08-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.905,0.1,0.01,partial,NA,NA,NA,NA
230,000NONPJ,2015-08-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
231,000NONPJ,2015-08-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.5445,0.1,0.05,partial,0.0364,0.01,0.00139,reported
232,000NONPJ,2016-04-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.03,0.05,0.02,reported
233,000NONPJ,2016-04-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,29.4,5.0,3.0,partial,NA,NA,NA,NA
234,000NONPJ,2016-05-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.734999999999999,1.0,0.63,partial,NA,NA,NA,NA
235,000NONPJ,2016-05-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.02,0.1,0.01,partial,0.244,0.01,0.00083,partial
236,000NONPJ,2016-05-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.221,0.2,0.098,partial,NA,NA,NA,NA
237,000NONPJ,2016-05-05T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
238,000NONPJ,2016-05-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.05,0.0028,partial
239,000NONPJ,2016-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,31.835,4.3,2.685,partial,NA,NA,NA,NA
240,000NONPJ,2016-05-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,14.1,0.4,0.25,partial,NA,NA,NA,NA
241,000NONPJ,2016-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,66.80000000000001,8.0,5.0,partial,NA,NA,NA,NA
242,000NONPJ,2016-05-31T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,60.4,8.0,5.0,partial,NA,NA,NA,NA
243,000NONPJ,2016-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.55,0.1,0.01,partial,NA,NA,NA,NA
244,000NONPJ,2016-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.775,0.1,0.01,partial,0.227,0.01,0.00083,reported
245,000NONPJ,2016-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.83,0.1,0.01,partial,NA,NA,NA,NA
246,000NONPJ,2016-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2713666666666667,0.2,0.098,partial,NA,NA,NA,NA
247,000NONPJ,2016-06-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.26380000000000003,0.2,0.098,partial,NA,NA,NA,NA
248,000NONPJ,2016-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.161,0.1,0.048,partial,NA,NA,NA,NA
249,000NONPJ,2016-06-14T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.212,0.1,0.048,partial,NA,NA,NA,NA
250,000NONPJ,2016-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.06486666666666667,0.2,0.098,partial,NA,NA,NA,NA
251,000NONPJ,2016-06-15T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.042,0.2,0.098,partial,NA,NA,NA,NA
252,000NONPJ,2016-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.111,0.1,0.048,partial,NA,NA,NA,NA
253,000NONPJ,2016-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.405,0.1,0.05,partial,NA,NA,NA,NA
254,000NONPJ,2016-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.063,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
255,000NONPJ,2016-06-20T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
256,000NONPJ,2016-06-20T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
257,000NONPJ,2016-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3893333333333333,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
258,000NONPJ,2016-06-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.425,0.1,0.05,partial,NA,NA,NA,NA
259,000NONPJ,2016-06-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
260,000NONPJ,2016-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.87,0.2,0.058,partial,NA,NA,NA,NA
261,000NONPJ,2016-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.271,0.1,0.05,partial,NA,NA,NA,NA
262,000NONPJ,2016-06-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.624,0.1,0.05,partial,NA,NA,NA,NA
263,000NONPJ,2016-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.945,0.1,0.01,partial,0.0152,0.01,0.00139,reported
264,000NONPJ,2016-07-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.10000000000000002,0.04800000000000001,partial,NA,NA,NA,NA
265,000NONPJ,2016-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.1885,0.1,0.05,partial,NA,NA,NA,NA
266,000NONPJ,2016-07-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
267,000NONPJ,2016-07-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.20750000000000002,0.1,0.05,partial,NA,NA,NA,NA
268,000NONPJ,2016-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.714,0.1,0.01,partial,NA,NA,NA,NA
269,000NONPJ,2016-07-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.03705,0.1,0.048,partial,NA,NA,NA,NA
270,000NONPJ,2016-07-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.29,0.1,0.01,partial,NA,NA,NA,NA
271,000NONPJ,2016-07-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3275,0.1,0.05,partial,NA,NA,NA,NA
272,000NONPJ,2016-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2345,0.1,0.05,partial,NA,NA,NA,NA
273,000NONPJ,2016-08-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.319,0.2,0.1,partial,NA,NA,NA,NA
274,000NONPJ,2016-08-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
275,000NONPJ,2016-08-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.319,0.2,0.1,partial,NA,NA,NA,NA
276,000NONPJ,2016-08-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.8200000000000003,0.1,0.01,partial,NA,NA,NA,NA
277,000NONPJ,2016-08-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2445,0.1,0.05,partial,NA,NA,NA,NA
278,000NONPJ,2016-08-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
279,000NONPJ,2017-04-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.53,0.1,0.041,partial,NA,NA,NA,NA
280,000NONPJ,2017-04-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.39,0.2,0.091,calculated,NA,NA,NA,NA
281,000NONPJ,2017-04-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.232,0.1,0.05,partial,NA,NA,NA,NA
282,000NONPJ,2017-04-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.885,2.05,0.984,partial,NA,NA,NA,NA
283,000NONPJ,2017-05-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.82,0.1,0.041,partial,NA,NA,NA,NA
284,000NONPJ,2017-05-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.241,0.1,0.05,partial,NA,NA,NA,NA
285,000NONPJ,2017-05-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.29200000000000004,0.1,0.05,partial,NA,NA,NA,NA
286,000NONPJ,2017-05-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.59,0.1,0.041,partial,NA,NA,NA,NA
287,000NONPJ,2017-05-05T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
288,000NONPJ,2017-05-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
289,000NONPJ,2017-05-05T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
290,000NONPJ,2017-05-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.339,0.1,0.05,partial,NA,NA,NA,NA
291,000NONPJ,2017-05-08T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.308,0.1,0.05,partial,NA,NA,NA,NA
292,000NONPJ,2017-05-11T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.10000000000000002,0.04800000000000001,partial,NA,NA,NA,NA
293,000NONPJ,2017-05-12T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,1.4,0.1,0.05,partial,NA,NA,NA,NA
294,000NONPJ,2017-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.32,0.1,0.041,partial,NA,NA,NA,NA
295,000NONPJ,2017-05-30T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,000NONPJ,2017-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.127,0.002,0.00022,partial
297,000NONPJ,2017-05-31T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.126,0.002,0.00022,partial
298,000NONPJ,2017-06-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2395,0.2,0.098,partial,0.0106,0.01,0.00139,reported
299,000NONPJ,2017-06-01T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.0,0.05,0.024,partial
300,000NONPJ,2017-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
301,000NONPJ,2017-06-07T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
302,000NONPJ,2017-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.03866666666666667,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
303,000NONPJ,2017-06-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
304,000NONPJ,2017-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.081,0.2,0.091,calculated,NA,NA,NA,NA
305,000NONPJ,2017-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5564999999999998,0.1,0.041,partial,0.0831,0.01,0.00083,partial
306,000NONPJ,2017-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.8049999999999997,0.15000000000000002,0.0615,partial,NA,NA,NA,NA
307,000NONPJ,2017-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.215,0.15000000000000002,0.0615,partial,0.0031,0.01,0.00083,reported
308,000NONPJ,2017-06-16T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,6.45,0.2,0.082,partial,0.0024,0.01,0.00083,reported
309,000NONPJ,2017-06-19T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
310,000NONPJ,2017-06-19T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
311,000NONPJ,2017-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.1725,0.1,0.05,partial,NA,NA,NA,NA
312,000NONPJ,2017-06-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.1815,0.1,0.05,partial,NA,NA,NA,NA
313,000NONPJ,2017-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.706333333333334,0.2,0.09100000000000001,calculated,NA,NA,NA,NA
314,000NONPJ,2017-06-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.217,0.2,0.098,partial,NA,NA,NA,NA
315,000NONPJ,2017-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.11666666666666665,0.10000000000000002,0.05000000000000001,partial,0.0299,0.01,0.00139,reported
316,000NONPJ,2017-06-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.203,0.1,0.05,partial,NA,NA,NA,NA
317,000NONPJ,2017-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.4699999999999998,0.1,0.041,partial,0.025,0.01,0.00139,reported
318,000NONPJ,2017-06-29T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
319,000NONPJ,2017-06-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6765,0.1,0.05,partial,NA,NA,NA,NA
320,000NONPJ,2017-06-29T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
321,000NONPJ,2017-07-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.21066666666666667,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
322,000NONPJ,2017-07-02T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.378,0.1,0.05,partial,NA,NA,NA,NA
323,000NONPJ,2018-05-18T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
324,000NONPJ,2018-05-24T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.182,0.1,0.05,partial,NA,NA,NA,NA
325,000NONPJ,2018-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,000NONPJ,2018-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,92.3,8.0,5.0,partial,NA,NA,NA,NA
327,000NONPJ,2018-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.88,0.4,0.25,partial,NA,NA,NA,NA
328,000NONPJ,2018-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.961,0.1,0.063,partial,0.00287,0.002,0.00022,partial
329,000NONPJ,2018-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.105,0.2,0.083,partial,0.114,0.002,0.00022,partial
330,000NONPJ,2018-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.22599999999999998,0.1,0.05,partial,0.0,0.01,0.00083,partial
331,000NONPJ,2018-06-20T07:00:00Z,Grab,samplewater,1,2,None,NA,NA,NA,0.156,0.1,0.048,partial,NA,NA,NA,NA
332,000NONPJ,2018-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.1939666666666667,0.10000000000000002,0.04800000000000001,partial,NA,NA,NA,NA
333,000NONPJ,2018-06-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.156,0.1,0.048,partial,NA,NA,NA,NA
334,000NONPJ,2018-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.6369999999999996,0.30000000000000004,0.133,calculated,0.109,0.01,0.00083,partial
335,000NONPJ,2018-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.099,0.2,0.083,partial,0.0113,0.01,0.00139,reported
336,000NONPJ,2018-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.224,0.1,0.05,partial,NA,NA,NA,NA
337,000NONPJ,2018-06-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.04688,0.30000000000000004,0.131,partial,NA,NA,NA,NA
338,000NONPJ,2018-06-29T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
339,000NONPJ,2018-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.211,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
340,000NONPJ,2018-07-01T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.315,0.1,0.05,partial,NA,NA,NA,NA
341,000NONPJ,2018-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4005,0.1,0.05,partial,0.12290000000000001,0.02,0.00278,reported
342,000NONPJ,2018-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2933333333333334,0.10000000000000002,0.05000000000000001,partial,NA,NA,NA,NA
343,000NONPJ,2018-07-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.312,0.1,0.05,partial,NA,NA,NA,NA
344,000NONPJ,2018-07-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.34,0.2,0.083,partial,NA,NA,NA,NA
345,000NONPJ,2018-07-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.713,0.1,0.05,partial,NA,NA,NA,NA
346,000NONPJ,2018-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
347,000NONPJ,2018-07-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.185,0.05,0.05,partial,NA,NA,NA,NA
