objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
1743,SMC06496,2014-07-09T07:00:00Z,Grab,samplewater,2,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.0022,partial
1744,SMC10685,2010-07-01T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,1.2,0.1,0.03,reported
1745,SMC11581,2016-05-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.011,0.05,0.0028,partial
1746,SMC13630,2012-06-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.184,0.05,0.016,reported
1747,SMC17432,2014-06-23T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.24,0.01,0.0022,partial
1748,SMC21371,2011-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.04,0.05,0.01,reported
1749,SMC35837,2012-06-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.161,0.05,0.0028,partial
1750,SMC40887,2013-06-17T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.155,0.05,0.01,reported
1751,SMCR8_026,2009-05-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.753,0.05,0.016,reported
1752,SMCR8_131,2009-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.081,0.05,0.016,reported
1753,SMCR8_175,2009-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.031,0.05,0.016,reported
1754,SMCR8_179,2009-06-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.12,0.05,0.016,reported
1755,SMCR8_191,2009-06-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,1.1,0.05,0.016,reported
1756,SMCR8_196,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.071,0.05,0.016,reported
1757,SMCR8_197,2009-06-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.051,0.05,0.016,reported
1758,SMCR8_207,2009-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,1.89,0.05,0.016,reported
1759,SMCR8_229,2009-06-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.088,0.05,0.016,reported
1760,SMCR8_254,2009-06-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.03,0.05,0.016,reported
1761,SMCR8_262,2009-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0.016,reported
1762,SMCR8_275,2009-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.032,0.05,0.016,reported
1763,SMCR8_289,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.006,0.05,0.016,reported
1764,SMCR8_299,2009-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.015,0.05,0.016,reported
1765,SMCR8_312,2009-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,1.51,0.05,0.016,reported
1766,SMCR8_317,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.009,0.05,0.016,reported
1767,SMCR8_333,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.013,0.05,0.016,reported
1768,SMCR8_339,2009-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.122,0.05,0.016,reported
1769,SMCR8_339,2009-06-08T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,NA,NA,NA,NA,0.11,0.05,0.016,reported
1770,SMCR8_344,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.048,0.05,0.016,reported
1771,SMCR8_376,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.024,0.05,0.016,reported
1772,SMCR8_415,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.05,0.016,reported
1773,SMCR8_418,2009-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,0.051,0.05,0.016,reported
1774,SMCR8_418,2009-06-08T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,NA,NA,NA,NA,0.048,0.05,0.016,reported
1775,SMCR8_439,2011-06-08T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.1,0.01,0.01,partial
1776,SMCR8_467,2011-06-09T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.4,0.01,0.01,partial
1777,SMCR8_483,2011-06-06T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0.01,partial
1778,SMCR8_501,2011-06-14T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
1779,SMCR8_511,2011-06-09T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.12,0.01,0.01,partial
1780,SMCR8_511,2011-06-09T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.13,0.01,0.01,partial
1781,SMCR8_521,2011-06-06T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.23,0.01,0.01,partial
1782,SMCR8_533,2011-06-07T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.25,0.01,0.01,partial
1783,SMCR8_549,2011-06-13T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
1784,SMCR8_558,2011-06-08T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.12,0.01,0.01,partial
1785,SMCR8_575,2011-06-07T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.16,0.01,0.01,partial
1786,SMCR8_575,2011-06-07T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.2,0.01,0.01,partial
1787,SMCR8_593,2011-06-13T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
1788,SMCR8_593,2011-06-13T07:00:00Z,Grab,samplewater,1,2,Dissolved,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
354,000NONPJ,2019-05-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,000NONPJ,2019-05-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,2.2,0.4,0.052,partial,NA,NA,NA,NA
356,000NONPJ,2019-05-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,000NONPJ,2019-05-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,57.4,8.1,7.448,partial,4.0,0.2,0.0166,partial
358,000NONPJ,2019-05-16T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.037000000000000005,0.01,0.00083,partial
359,000NONPJ,2019-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0621,0.1,0.05,partial,NA,NA,NA,NA
360,000NONPJ,2019-05-21T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0574,0.1,0.05,partial,NA,NA,NA,NA
361,000NONPJ,2019-05-21T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.191,0.1,0.05,partial,NA,NA,NA,NA
362,000NONPJ,2019-05-21T07:00:00Z,Grab,samplewater,1,5,Total,NA,NA,NA,0.307,0.1,0.05,partial,NA,NA,NA,NA
363,000NONPJ,2019-05-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.212,0.1,0.05,partial,NA,NA,NA,NA
364,000NONPJ,2019-05-24T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.051,0.1,0.048,partial,NA,NA,NA,NA
365,000NONPJ,2019-05-24T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0552,0.1,0.048,partial,NA,NA,NA,NA
366,000NONPJ,2019-05-24T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
367,000NONPJ,2019-05-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.65,0.2,0.083,partial,NA,NA,NA,NA
368,000NONPJ,2019-05-28T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,1.75,0.2,0.083,partial,NA,NA,NA,NA
369,000NONPJ,2019-06-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.9590000000000001,0.4,0.052,partial,NA,NA,NA,NA
370,000NONPJ,2019-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
371,000NONPJ,2019-06-13T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
372,000NONPJ,2019-06-13T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0513,0.1,0.048,partial,NA,NA,NA,NA
373,000NONPJ,2019-06-13T07:00:00Z,Grab,samplewater,1,5,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
374,000NONPJ,2019-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.187,0.1,0.05,partial,0.078,0.01,0.00083,partial
375,000NONPJ,2019-06-19T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.15,0.1,0.05,partial,0.07400000000000001,0.01,0.00083,partial
376,000NONPJ,2019-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
377,000NONPJ,2019-06-22T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
378,000NONPJ,2019-06-22T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
379,000NONPJ,2019-06-22T07:00:00Z,Grab,samplewater,1,5,Total,NA,NA,NA,0.807,0.1,0.048,partial,NA,NA,NA,NA
380,000NONPJ,2019-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,partial,NA,NA,NA,NA
381,000NONPJ,2019-06-26T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,NA,NA,NA,NA
382,000NONPJ,2019-06-26T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.698,0.2,0.083,partial,NA,NA,NA,NA
383,000NONPJ,2019-06-26T07:00:00Z,Grab,samplewater,1,5,Total,NA,NA,NA,1.13,0.2,0.083,partial,NA,NA,NA,NA
384,000NONPJ,2019-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.31,0.2,0.083,partial,NA,NA,NA,NA
385,000NONPJ,2019-07-01T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.88,0.2,0.083,partial,NA,NA,NA,NA
386,000NONPJ,2019-07-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
387,000NONPJ,2019-07-02T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
388,000NONPJ,2019-07-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.281,0.1,0.05,partial,NA,NA,NA,NA
389,000NONPJ,2019-07-05T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.174,0.1,0.05,partial,NA,NA,NA,NA
390,000NONPJ,2019-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.337,0.1,0.05,partial,NA,NA,NA,NA
391,000NONPJ,2019-07-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.342,0.1,0.05,partial,NA,NA,NA,NA
392,000NONPJ,2019-07-09T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.142,0.1,0.05,partial,NA,NA,NA,NA
393,000NONPJ,2019-07-09T07:00:00Z,Grab,samplewater,1,5,Total,NA,NA,NA,0.106,0.1,0.05,partial,NA,NA,NA,NA
394,000NONPJ,2019-07-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
395,000NONPJ,2019-07-31T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
396,000NONPJ,2019-08-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
397,000NONPJ,2019-08-07T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.048,partial,NA,NA,NA,NA
398,000NONPJ,2019-08-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.11599999999999999,0.1,0.05,partial,NA,NA,NA,NA
399,000NONPJ,2019-08-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
400,000NONPJ,2019-08-28T07:00:00Z,Grab,samplewater,1,3,Total,NA,NA,NA,0.0,0.1,0.05,partial,NA,NA,NA,NA
411,402M00058,2019-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0034,0.01,0.0014,reported
414,402M00110,2019-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0014,0.01,0.0014,reported
416,402M00127,2019-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24,0.2,0.083,reported,0.011000000000000001,0.01,0.0014,reported
429,403M01560,2019-05-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.74,0.2,0.083,reported,0.015,0.01,0.0014,reported
431,403M01571,2019-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0,0.01,0.0014,reported
432,403M01580,2019-05-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.89,0.2,0.083,reported,0.012,0.01,0.0014,reported
447,403M05832,2019-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.38,0.2,0.083,reported,0.049,0.02,0.012,reported
448,403M05832,2019-06-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,0.061,0.02,0.012,reported
449,403M05844,2019-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,21.0,0.5,0.042,reported
450,403M05844,2019-06-20T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.30000000000000004,0.133,calculated,NA,NA,NA,NA
455,404M04674,2019-05-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24,0.2,0.083,reported,0.14,0.02,0.0028,reported
474,404M07375,2019-05-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.062,0.02,0.012,reported
475,404M07375,2019-05-14T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0574,0.30000000000000004,0.133,calculated,NA,NA,NA,NA
495,408M03051,2019-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.3,0.4,0.17,reported,0.79,0.1,0.014,reported
497,408M03100,2019-05-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,63.0,2.0,0.83,reported,0.23,0.02,0.0028,reported
498,408M03111,2019-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.4,0.17,reported,3.2,0.25,0.035,reported
521,801M12675,2019-04-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.312,0.48,0.072,calculated,0.0846,0.02,0.016,reported
522,801M12675,2019-04-23T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0765,0.02,0.016,reported
523,801M12678,2019-04-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.178,0.48,0.072,calculated,0.0509,0.02,0.016,reported
524,801M12678,2019-04-25T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0118,0.02,0.01,partial
525,801M12684,2019-06-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.6450000000000005,0.48,0.072,calculated,0.0205,0.02,0.016,reported
538,801M16957,2019-05-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.2,0.0,reported,0.14,0.05,0.02,reported
545,802M16985,2019-05-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4,0.2,0.0,reported,0.14,0.05,0.02,reported
546,802M16985,2019-05-10T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,1.0,0.2,0.0,reported,0.14,0.05,0.02,reported
551,845PS0011,2019-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.208,0.48,0.072,calculated,0.16699999999999998,0.02,0.016,reported
552,845PS0011,2019-06-06T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.17,0.02,0.016,reported
561,901M14145,2019-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.418,0.48,0.072,calculated,0.0451,0.02,0.016,reported
562,901M14145,2019-06-27T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0467,0.02,0.016,reported
563,901M14145,2019-06-27T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.113,0.48,0.072,calculated,0.0374,0.02,0.016,reported
564,901M14149,2019-05-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.7,0.48,0.072,calculated,0.205,0.02,0.016,reported
565,901M14149,2019-05-29T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.6215999999999999,0.11,0.027000000000000003,partial,0.217,0.02,0.016,reported
571,902M18909,2019-05-09T15:30:00Z,Grab,samplewater,1,1,None,NA,NA,NA,20.0,0.2,0.0,reported,NA,NA,NA,NA
575,902M20237,2019-06-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.5,0.4,0.17,reported,0.06,0.02,0.012,reported
576,902M20237,2019-06-04T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,9.9,0.4,0.17,reported,0.062,0.02,0.012,reported
577,902M20237,2019-06-04T07:00:00Z,Grab,samplewater,2,2,Total,NA,NA,NA,9.46,0.4,0.17,partial,0.064,0.02,0.012,reported
578,902M20273,2019-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.4,0.2,0.083,reported,0.052000000000000005,0.02,0.012,reported
579,902M20273,2019-06-12T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.055999999999999994,0.02,0.012,reported
590,902WE0888,2019-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.1,0.2,0.083,reported,0.019,0.02,0.012,reported
591,902WE0888,2019-06-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.098,partial,NA,NA,NA,NA
629,903M20280,2019-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.62,0.2,0.083,reported,0.086,0.02,0.012,reported
630,903M20280,2019-07-01T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.604,0.4,0.14300000000000002,calculated,0.024,0.01,0.00083,partial
635,904M21761,2019-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4,0.2,0.083,reported,0.2,0.02,0.012,reported
636,904M21761,2019-06-03T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,1.482,0.2,0.098,partial,0.20600000000000002,0.02,0.012,reported
638,904M21782,2019-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9,0.2,0.1,reported,0.040999999999999995,0.02,0.012,reported
639,904M21782,2019-06-11T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,2.5,0.2,0.1,reported,0.027999999999999997,0.02,0.012,reported
640,904M21784,2019-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.2,0.083,reported,0.086,0.02,0.012,reported
647,904WE1125,2019-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.1,0.2,0.083,reported,0.09,0.02,0.012,reported
660,905PS0026,2019-05-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.2,0.083,reported,0.054000000000000006,0.01,0.00083,reported
668,906M21774,2019-05-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.95,0.2,0.083,reported,0.14,0.01,0.00083,reported
673,906M23361,2019-05-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.38,0.2,0.083,reported,0.1,0.01,0.00083,reported
705,907M23385,2019-06-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.2,0.083,reported,0.12,0.02,0.012,reported
706,907M23385,2019-06-25T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.342,0.4,0.14300000000000002,calculated,0.091,0.01,0.00083,partial
707,907M23401,2019-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.51,0.2,0.083,reported,0.2,0.02,0.012,reported
708,907M23405,2019-05-20T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.48,0.1,0.05,partial,NA,NA,NA,NA
709,907M23405,2019-05-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.63,0.2,0.083,reported,0.16,0.01,0.00083,reported
710,908M24952,2019-05-28T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.35,0.2,0.083,reported,NA,NA,NA,NA
715,909M24951,2019-05-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.26,0.2,0.083,reported,NA,NA,NA,NA
716,909M24953,2019-05-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.083,reported,NA,NA,NA,NA
723,909WE0662,2019-06-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.083,reported,NA,NA,NA,NA
763,FBLANK,2019-06-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0,0.02,0.012,reported
764,FBLANK,2019-06-04T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.2,0.083,partial,NA,NA,NA,NA
821,ME-CC,2019-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.4,0.17,reported,3.3,0.25,0.035,reported
822,ME-SCR2,2019-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2,0.2,0.083,reported,0.42,0.04,0.0056,reported
834,ME-VR2,2019-07-31T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.93,0.2,0.083,reported,0.0098,0.01,0.0014,reported
921,SMC00027,2019-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.86,0.2,0.083,reported,0.0016,0.01,0.0014,reported
926,SMC00047,2019-05-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.1,0.2,0.083,reported,0.016,0.01,0.0014,reported
931,SMC00105,2019-05-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.035,0.48,0.072,calculated,0.0268,0.02,0.016,reported
932,SMC00105,2019-05-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0218,0.02,0.016,reported
955,SMC00206,2019-06-04T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.8410000000000001,0.48,0.072,calculated,0.0954,0.02,0.016,reported
956,SMC00206,2019-06-04T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0717,0.02,0.01,partial
964,SMC00271,2019-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0062,0.01,0.0014,reported
965,SMC00271,2019-06-19T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.0,0.2,0.083,reported,0.0063,0.01,0.0014,reported
1068,SMC00660,2019-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,10.0,0.4,0.17,reported,0.83,0.1,0.014,reported
1080,SMC00702,2019-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.9630000000000001,0.48,0.072,calculated,0.0652,0.02,0.016,reported
1081,SMC00702,2019-06-06T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0541,0.03,0.007,partial,NA,NA,NA,NA
1101,SMC00836,2019-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,0.4,0.17,reported,5.5,0.5,0.07,reported
1112,SMC00873,2019-05-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.107,0.48,0.072,calculated,0.0537,0.02,0.016,reported
1113,SMC00873,2019-05-10T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0109,0.03,0.007,partial,NA,NA,NA,NA
1145,SMC01097,2019-05-09T19:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.0,0.2,0.0,reported,NA,NA,NA,NA
1180,SMC01384,2019-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.24,0.2,0.083,reported,0.14,0.02,0.012,reported
1210,SMC01640,2019-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4,0.2,0.083,reported,0.28,0.02,0.012,reported
1211,SMC01640,2019-07-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.109,0.1,0.048,partial,NA,NA,NA,NA
1223,SMC01726,2019-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.115,0.48,0.072,calculated,0.0551,0.02,0.016,reported
1481,SMC09896,2019-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.09,0.2,0.0,reported,0.04,0.05,0.02,reported
